experimento,caso,semilla_red,semilla_ruido,eta,a,omega,L,E0,err_global,tiempo_s
ex3,k_lineal,0,,,0.3678741097978931,7.5861608867477965,1.0,0.9994414721067784,0.9982222887606601,2606.99
