experimento,caso,semilla_red,semilla_ruido,eta,a,omega,L,E0,err_global,tiempo_s
ex2,bessel_m0n1,0,,,0.3678720950791105,5.943811360340961,1.0,0.9995316736537271,0.998305645799921,2647.08
ex2,bessel_m0n1,1,,,0.3678720950791105,5.943811360340961,1.0,0.999715691457151,0.998387318941774,2653.28
